state,specialty_clean,payment_type_clean,payment_amount
GA,Hand Surgery,Honoraria,3500.0
GA,Hand Surgery,Non-consulting professional services,2500.0
GA,Hand Surgery,Other,11900.0
GA,Hand Surgery,Royalty / License,7308.65
GA,Hand Surgery,Travel & Lodging,13544.48
GA,Hematology,Consulting,74474.66
GA,Hematology,Education,241.98
GA,Hematology,Food & Beverage,5722.09
GA,Hematology,Non-consulting professional services,309632.38
GA,Hematology,Travel & Lodging,26201.280000000002
GA,Hematology & Oncology,Consulting,616062.68
GA,Hematology & Oncology,Device / Supply Loan,2546.05
GA,Hematology & Oncology,Education,9164.82
GA,Hematology & Oncology,Food & Beverage,260367.75
GA,Hematology & Oncology,Grant,2624.42
GA,Hematology & Oncology,Honoraria,47228.87
GA,Hematology & Oncology,Non-consulting professional services,815648.37
GA,Hematology & Oncology,Other,7724.97
GA,Hematology & Oncology,Travel & Lodging,172534.86
GA,Hepatology,Consulting,10322.0
GA,Hepatology,Food & Beverage,1344.16
GA,Hepatology,Honoraria,2800.0
GA,Hepatology,Non-consulting professional services,22810.0
GA,Hepatology,Travel & Lodging,100.15
GA,Hospice and Palliative Medicine,Consulting,8802.0
GA,Hospice and Palliative Medicine,Education,183.75
GA,Hospice and Palliative Medicine,Food & Beverage,5763.06
GA,Hospitalist,Consulting,433228.09
GA,Hospitalist,Education,1304.15
GA,Hospitalist,Food & Beverage,52919.72
GA,Hospitalist,Grant,29000.0
GA,Hospitalist,Non-consulting professional services,42727.0
GA,Hospitalist,Other,1560.39
GA,Hospitalist,Travel & Lodging,9922.97
GA,Hypertension Specialist,Food & Beverage,599.64
GA,Hypertension Specialist,Honoraria,29400.0
GA,Hypertension Specialist,Travel & Lodging,9376.69
GA,Independent Medical Examiner,Education,165.36
GA,Independent Medical Examiner,Food & Beverage,77.03
GA,Infectious Disease,Consulting,371551.72
GA,Infectious Disease,Education,3911.71
GA,Infectious Disease,Food & Beverage,69759.14
GA,Infectious Disease,Honoraria,600.0
GA,Infectious Disease,Non-consulting professional services,290681.28
GA,Infectious Disease,Travel & Lodging,132981.51
GA,Internal Medicine,Consulting,362372.88
GA,Internal Medicine,Device / Supply Loan,516.35
GA,Internal Medicine,Education,21834.71
GA,Internal Medicine,Entertainment,12.96
GA,Internal Medicine,Food & Beverage,1060920.46
GA,Internal Medicine,Grant,75445.54000000001
GA,Internal Medicine,Honoraria,37200.0
GA,Internal Medicine,Non-consulting professional services,725428.85
GA,Internal Medicine,Other,88613.3
GA,Internal Medicine,Travel & Lodging,218441.46
GA,Interventional Cardiology,Consulting,134242.0
GA,Interventional Cardiology,Device / Supply Loan,18281.66
GA,Interventional Cardiology,Education,7516.88
GA,Interventional Cardiology,Food & Beverage,154624.31
GA,Interventional Cardiology,Grant,44232.0
GA,Interventional Cardiology,Non-consulting professional services,176219.7
GA,Interventional Cardiology,Other,35300.0
GA,Interventional Cardiology,Travel & Lodging,113151.59
GA,Interventional Pain Medicine,Consulting,110943.84
GA,Interventional Pain Medicine,Education,8535.67
GA,Interventional Pain Medicine,Food & Beverage,68633.66
GA,Interventional Pain Medicine,Non-consulting professional services,55698.75
GA,Interventional Pain Medicine,Other,15.0
GA,Interventional Pain Medicine,Travel & Lodging,46936.409999999996
GA,Lactation Consultant,Food & Beverage,69.39
GA,Legal Medicine,Food & Beverage,176.25
GA,Low Vision Rehabilitation,Food & Beverage,163.92000000000002
GA,MOHS-Micrographic Surgery,Education,497.05
GA,MOHS-Micrographic Surgery,Food & Beverage,15279.34
GA,Maternal & Fetal Medicine,Food & Beverage,1407.19
GA,Medical,Consulting,89090.08
GA,Medical,Device / Supply Loan,991.66
GA,Medical,Education,8318.58
GA,Medical,Food & Beverage,348376.27
GA,Medical,Non-consulting professional services,626402.74
GA,Medical,Other,28599.03
GA,Medical,Travel & Lodging,131637.99
GA,Medical Oncology,Consulting,80241.02
GA,Medical Oncology,Device / Supply Loan,799.08
GA,Medical Oncology,Education,920.9499999999999
GA,Medical Oncology,Food & Beverage,36901.88
GA,Medical Oncology,Grant,28263.0
GA,Medical Oncology,Honoraria,5360.0
GA,Medical Oncology,Non-consulting professional services,3095.0
GA,Medical Oncology,Travel & Lodging,14447.53
GA,Medical-Surgical,Food & Beverage,73.53
GA,Neonatal,Consulting,43.5
GA,Neonatal,Food & Beverage,504.37
GA,"Neonatal, Critical Care",Food & Beverage,654.33
GA,"Neonatal, Critical Care",Non-consulting professional services,2990.0
GA,"Neonatal, Critical Care",Travel & Lodging,974.25
GA,Neonatal-Perinatal Medicine,Consulting,1266.0
GA,Neonatal-Perinatal Medicine,Food & Beverage,1653.71
GA,Neonatal-Perinatal Medicine,Non-consulting professional services,43750.0
GA,Neonatal-Perinatal Medicine,Travel & Lodging,3481.56
GA,Nephrology,Consulting,75326.46
GA,Nephrology,Education,9176.22
GA,Nephrology,Entertainment,199.1
GA,Nephrology,Food & Beverage,132348.38
GA,Nephrology,Honoraria,87202.0
GA,Nephrology,Non-consulting professional services,207538.52
GA,Nephrology,Travel & Lodging,49180.119999999995
GA,Neuro-ophthalmology,Consulting,945.0
GA,Neuro-ophthalmology,Food & Beverage,1815.23
GA,Neuro-ophthalmology,Honoraria,11637.5
GA,Neuro-ophthalmology,Travel & Lodging,1053.6699999999998
GA,Neurocritical Care,Food & Beverage,4346.26
GA,Neurodevelopmental Disabilities,Food & Beverage,1407.6
GA,Neurological Surgery,Consulting,553386.33
GA,Neurological Surgery,Education,855.48
GA,Neurological Surgery,Food & Beverage,94939.55
GA,Neurological Surgery,Grant,6750.0
GA,Neurological Surgery,Honoraria,750.0
GA,Neurological Surgery,Non-consulting professional services,156480.0
GA,Neurological Surgery,Other,19243.98
GA,Neurological Surgery,Royalty / License,5271577.72
GA,Neurological Surgery,Travel & Lodging,155193.19
GA,Neurology,Consulting,258912.74
GA,Neurology,Device / Supply Loan,2495.0
GA,Neurology,Education,3489.5
GA,Neurology,Entertainment,31.96
GA,Neurology,Food & Beverage,349677.04
GA,Neurology,Grant,28000.0
GA,Neurology,Honoraria,108843.0
GA,Neurology,Non-consulting professional services,848958.96
GA,Neurology,Other,4655.0
GA,Neurology,Travel & Lodging,98776.31
GA,Neurology with Special Qualifications in Child Neurology,Consulting,56709.16
GA,Neurology with Special Qualifications in Child Neurology,Education,370.47
GA,Neurology with Special Qualifications in Child Neurology,Food & Beverage,32404.39
GA,Neurology with Special Qualifications in Child Neurology,Honoraria,65590.0
GA,Neurology with Special Qualifications in Child Neurology,Non-consulting professional services,285457.0
GA,Neurology with Special Qualifications in Child Neurology,Travel & Lodging,63193.72
GA,Neuromuscular Medicine,Food & Beverage,561.32
GA,Neuromusculoskeletal Medicine & OMM,Consulting,2742.0
GA,Neuromusculoskeletal Medicine & OMM,Education,0.9
GA,Neuromusculoskeletal Medicine & OMM,Food & Beverage,5999.82
GA,Neuromusculoskeletal Medicine & OMM,Non-consulting professional services,16832.5
GA,Neuromusculoskeletal Medicine & OMM,Travel & Lodging,2006.08
GA,Neuroradiology,Consulting,4200.0
GA,Neuroradiology,Food & Beverage,755.91
GA,Neuroradiology,Grant,524.03
GA,Neuroradiology,Travel & Lodging,5.81
GA,Neuroscience,Food & Beverage,9367.9
GA,Neuroscience,Non-consulting professional services,4020.0
GA,Neuroscience,Travel & Lodging,230.56
GA,Nuclear Cardiology,Food & Beverage,2238.83
GA,Nuclear Cardiology,Non-consulting professional services,27887.25
GA,Nuclear Cardiology,Travel & Lodging,4116.58
GA,Nuclear Imaging & Therapy,Food & Beverage,83.25
GA,Nuclear Medicine,Consulting,2464.0
GA,Nuclear Medicine,Food & Beverage,249.92
GA,Nuclear Radiology,Food & Beverage,426.45
GA,Nuclear Radiology,Travel & Lodging,1431.71
GA,"Nurse Anesthetist, Certified Registered",Consulting,900.0
GA,"Nurse Anesthetist, Certified Registered",Education,172.69
GA,"Nurse Anesthetist, Certified Registered",Food & Beverage,62788.9
GA,"Nurse Anesthetist, Certified Registered",Non-consulting professional services,7356.0
GA,"Nurse Anesthetist, Certified Registered",Travel & Lodging,3982.52
GA,Nurse Practitioner,Consulting,133243.74
GA,Nurse Practitioner,Device / Supply Loan,249.99
GA,Nurse Practitioner,Education,21082.38
GA,Nurse Practitioner,Entertainment,25.92
GA,Nurse Practitioner,Food & Beverage,1059468.34
GA,Nurse Practitioner,Grant,659.99
GA,Nurse Practitioner,Honoraria,105153.0
GA,Nurse Practitioner,Non-consulting professional services,267600.25
GA,Nurse Practitioner,Other,11998.0
GA,Nurse Practitioner,Travel & Lodging,137866.51
GA,Obesity Medicine,Food & Beverage,538.78
GA,Obstetrics,Education,9132.95
GA,Obstetrics,Food & Beverage,24102.63
GA,Obstetrics,Other,2750.0
GA,Obstetrics,Travel & Lodging,918.19
GA,Obstetrics & Gynecology,Consulting,107819.01999999999
GA,Obstetrics & Gynecology,Education,76292.31
GA,Obstetrics & Gynecology,Food & Beverage,220035.72
GA,Obstetrics & Gynecology,Grant,1325.4
GA,Obstetrics & Gynecology,Honoraria,7821.0
GA,Obstetrics & Gynecology,Non-consulting professional services,150121.1
GA,Obstetrics & Gynecology,Other,94913.86
GA,Obstetrics & Gynecology,Travel & Lodging,38442.61
GA,Occupational Health,Food & Beverage,401.46000000000004
GA,Occupational Medicine,Consulting,750.0
GA,Occupational Medicine,Food & Beverage,6096.26
GA,Occupational Medicine,Non-consulting professional services,37106.6
GA,Occupational Medicine,Travel & Lodging,7887.639999999999
GA,Occupational Vision,Food & Beverage,535.1
GA,Oncology,Food & Beverage,765.92
GA,Ophthalmic Plastic and Reconstructive Surgery,Food & Beverage,7552.57
GA,Ophthalmic Plastic and Reconstructive Surgery,Honoraria,84547.5
GA,Ophthalmic Plastic and Reconstructive Surgery,Travel & Lodging,7547.29
GA,Ophthalmology,Consulting,273113.03
GA,Ophthalmology,Device / Supply Loan,11844.16
GA,Ophthalmology,Education,2577.46
GA,Ophthalmology,Entertainment,88.18
GA,Ophthalmology,Food & Beverage,251574.95
GA,Ophthalmology,Honoraria,19873.36
GA,Ophthalmology,Non-consulting professional services,191394.0
GA,Ophthalmology,Other,62293.29
GA,Ophthalmology,Travel & Lodging,51788.18
GA,Optometrist,Consulting,29222.5
GA,Optometrist,Device / Supply Loan,62.95
GA,Optometrist,Education,1256.23
GA,Optometrist,Entertainment,5199.04
GA,Optometrist,Food & Beverage,281826.66
GA,Optometrist,Honoraria,950.0
GA,Optometrist,Non-consulting professional services,148796.25
GA,Optometrist,Other,52489.4
GA,Optometrist,Travel & Lodging,60449.409999999996
GA,Oral & Maxillofacial Surgery,Consulting,5250.0
GA,Oral & Maxillofacial Surgery,Education,192.96
GA,Oral & Maxillofacial Surgery,Entertainment,141.19
GA,Oral & Maxillofacial Surgery,Food & Beverage,9444.71
GA,Oral & Maxillofacial Surgery,Travel & Lodging,6722.03
GA,Oral Medicine,Food & Beverage,121.85
GA,Oral and Maxillofacial Pathology,Food & Beverage,308.21999999999997
GA,Oral and Maxillofacial Radiology,Food & Beverage,29.62
GA,Oral and Maxillofacial Surgery,Consulting,5745.0
GA,Oral and Maxillofacial Surgery,Education,2466.29
GA,Oral and Maxillofacial Surgery,Entertainment,3731.79
GA,Oral and Maxillofacial Surgery,Food & Beverage,26408.73
GA,Oral and Maxillofacial Surgery,Non-consulting professional services,2237.32
GA,Oral and Maxillofacial Surgery,Other,2192.88
GA,Oral and Maxillofacial Surgery,Travel & Lodging,9670.7
GA,Orthodontics and Dentofacial Orthopedics,Consulting,28022.5
GA,Orthodontics and Dentofacial Orthopedics,Education,1910.1499999999999
GA,Orthodontics and Dentofacial Orthopedics,Entertainment,500.0
GA,Orthodontics and Dentofacial Orthopedics,Food & Beverage,43432.04
GA,Orthodontics and Dentofacial Orthopedics,Honoraria,13710.0
GA,Orthodontics and Dentofacial Orthopedics,Non-consulting professional services,12985.0
GA,Orthodontics and Dentofacial Orthopedics,Other,26172.97
GA,Orthodontics and Dentofacial Orthopedics,Royalty / License,8650.0
GA,Orthodontics and Dentofacial Orthopedics,Travel & Lodging,28282.14
GA,Orthopaedic Surgery,Acquisitions,391624.58999999997
GA,Orthopaedic Surgery,Consulting,889259.4
GA,Orthopaedic Surgery,Device / Supply Loan,596.87
GA,Orthopaedic Surgery,Education,32634.87
GA,Orthopaedic Surgery,Entertainment,1501.96
GA,Orthopaedic Surgery,Food & Beverage,253974.56
GA,Orthopaedic Surgery,Grant,130000.0
GA,Orthopaedic Surgery,Honoraria,28825.59
GA,Orthopaedic Surgery,Non-consulting professional services,200442.52
GA,Orthopaedic Surgery,Other,25050.0
GA,Orthopaedic Surgery,Royalty / License,3771031.43
GA,Orthopaedic Surgery,Travel & Lodging,366260.42
GA,Orthopaedic Surgery of the Spine,Acquisitions,245998.89
GA,Orthopaedic Surgery of the Spine,Consulting,293692.39
GA,Orthopaedic Surgery of the Spine,Education,34.79
GA,Orthopaedic Surgery of the Spine,Entertainment,264.92
GA,Orthopaedic Surgery of the Spine,Food & Beverage,42869.08
GA,Orthopaedic Surgery of the Spine,Non-consulting professional services,7100.0
GA,Orthopaedic Surgery of the Spine,Other,1788.71
GA,Orthopaedic Surgery of the Spine,Royalty / License,1649565.71
GA,Orthopaedic Surgery of the Spine,Travel & Lodging,111086.78
GA,Orthopaedic Trauma,Consulting,188665.75
GA,Orthopaedic Trauma,Food & Beverage,17314.58
GA,Orthopaedic Trauma,Non-consulting professional services,59137.5
GA,Orthopaedic Trauma,Other,3000.0
GA,Orthopaedic Trauma,Royalty / License,566322.32
GA,Orthopaedic Trauma,Travel & Lodging,47128.01
GA,Otolaryngic Allergy,Consulting,2860.0
GA,Otolaryngic Allergy,Food & Beverage,2399.48
GA,Otolaryngic Allergy,Travel & Lodging,1413.02
GA,Otolaryngology,Acquisitions,343434.5
GA,Otolaryngology,Consulting,20926.5
GA,Otolaryngology,Education,2002.75
GA,Otolaryngology,Food & Beverage,59683.92
GA,Otolaryngology,Other,1750.0
GA,Otolaryngology,Travel & Lodging,11671.66
GA,Otolaryngology/Facial Plastic Surgery,Food & Beverage,1701.92
GA,Otology & Neurotology,Consulting,400.0
GA,Otology & Neurotology,Food & Beverage,1343.9
GA,Otology & Neurotology,Honoraria,2484.0
GA,Otology & Neurotology,Travel & Lodging,1101.79
GA,Pain Medicine,Consulting,12227.5
GA,Pain Medicine,Education,3211.44
GA,Pain Medicine,Food & Beverage,87521.7
GA,Pain Medicine,Grant,500.0
GA,Pain Medicine,Non-consulting professional services,69655.0
GA,Pain Medicine,Other,3107.5
GA,Pain Medicine,Travel & Lodging,38504.37
GA,Pediatric Allergy/Immunology,Consulting,8700.0
GA,Pediatric Allergy/Immunology,Food & Beverage,705.26
GA,Pediatric Allergy/Immunology,Travel & Lodging,1132.53
GA,Pediatric Anesthesiology,Education,19.81
GA,Pediatric Anesthesiology,Food & Beverage,106.63
GA,Pediatric Cardiology,Consulting,1750.0
GA,Pediatric Cardiology,Education,192.55
GA,Pediatric Cardiology,Food & Beverage,5191.43
GA,Pediatric Cardiology,Non-consulting professional services,1625.0
GA,Pediatric Cardiology,Travel & Lodging,1871.48
GA,Pediatric Critical Care Medicine,Food & Beverage,814.37
GA,Pediatric Dentistry,Education,624.8299999999999
GA,Pediatric Dentistry,Entertainment,17.39
GA,Pediatric Dentistry,Food & Beverage,22445.62
GA,Pediatric Dentistry,Honoraria,4390.12
GA,Pediatric Dentistry,Other,1521.4099999999999
GA,Pediatric Dentistry,Travel & Lodging,204.78
GA,Pediatric Emergency Medicine,Food & Beverage,824.36
GA,Pediatric Emergency Medicine,Non-consulting professional services,6341.75
GA,Pediatric Emergency Medicine,Travel & Lodging,785.8399999999999
GA,Pediatric Endocrinology,Consulting,11239.0
GA,Pediatric Endocrinology,Education,104.61000000000001
GA,Pediatric Endocrinology,Food & Beverage,14433.65
GA,Pediatric Endocrinology,Honoraria,400.0
GA,Pediatric Endocrinology,Non-consulting professional services,79621.48
GA,Pediatric Endocrinology,Travel & Lodging,16186.19
GA,Pediatric Gastroenterology,Consulting,33370.5
GA,Pediatric Gastroenterology,Education,66.48
GA,Pediatric Gastroenterology,Food & Beverage,7470.85
GA,Pediatric Gastroenterology,Non-consulting professional services,2600.0
GA,Pediatric Gastroenterology,Travel & Lodging,3257.04
GA,Pediatric Hematology-Oncology,Consulting,178410.04
GA,Pediatric Hematology-Oncology,Education,128.94
GA,Pediatric Hematology-Oncology,Food & Beverage,8562.58
GA,Pediatric Hematology-Oncology,Grant,12500.0
GA,Pediatric Hematology-Oncology,Honoraria,23480.0
GA,Pediatric Hematology-Oncology,Non-consulting professional services,39348.0
GA,Pediatric Hematology-Oncology,Travel & Lodging,40660.0
GA,Pediatric Infectious Diseases,Consulting,15639.56
GA,Pediatric Infectious Diseases,Food & Beverage,590.89
GA,Pediatric Nephrology,Education,7.64
GA,Pediatric Nephrology,Food & Beverage,640.0500000000001
GA,Pediatric Nephrology,Travel & Lodging,10452.44
GA,Pediatric Ophthalmology and Strabismus Specialist,Food & Beverage,814.16
GA,Pediatric Orthopaedic Surgery,Consulting,22364.15
GA,Pediatric Orthopaedic Surgery,Education,5329.99
GA,Pediatric Orthopaedic Surgery,Food & Beverage,6021.37
GA,Pediatric Orthopaedic Surgery,Non-consulting professional services,8651.69
GA,Pediatric Orthopaedic Surgery,Travel & Lodging,3008.15
GA,Pediatric Otolaryngology,Food & Beverage,1925.0900000000001
GA,Pediatric Pulmonology,Consulting,4635.0
GA,Pediatric Pulmonology,Education,74.75
GA,Pediatric Pulmonology,Food & Beverage,1861.26
GA,Pediatric Radiology,Food & Beverage,447.87999999999994
GA,Pediatric Rehabilitation Medicine,Food & Beverage,1593.04
GA,Pediatric Rehabilitation Medicine,Honoraria,5200.0
GA,Pediatric Rehabilitation Medicine,Non-consulting professional services,13801.1
GA,Pediatric Rehabilitation Medicine,Travel & Lodging,4806.85
GA,Pediatric Surgery,Consulting,2250.0
GA,Pediatric Surgery,Education,8500.0
GA,Pediatric Surgery,Food & Beverage,1692.81
GA,Pediatric Surgery,Travel & Lodging,1472.01
GA,Pediatric Urology,Consulting,51055.0
GA,Pediatric Urology,Food & Beverage,5331.2
GA,Pediatric Urology,Non-consulting professional services,3110.0
GA,Pediatric Urology,Travel & Lodging,661.81
GA,Pediatrics,Consulting,154600.41
GA,Pediatrics,Device / Supply Loan,181.02
GA,Pediatrics,Education,1439.22
GA,Pediatrics,Food & Beverage,196486.95
GA,Pediatrics,Honoraria,5550.0
